SMOS1,ManagerRegister
SMOS1,ServletAddTeachingAsTeacher
SMOS1,ServletAlterPersonalDate
SMOS1,ServletAssignParentStudent
SMOS1,ServletAssignRole
SMOS1,ServletAssignStudentClassroom
SMOS1,ServletDeleteAddress
SMOS1,ServletDeleteClassroom
SMOS1,ServletDeleteNote
SMOS1,ServletDeleteReport
SMOS1,ServletDeleteTeaching
SMOS1,ServletInsertClassroom
SMOS1,ServletInsertJustify
SMOS1,ServletInsertNewNote
SMOS1,ServletInsertTeaching
SMOS1,ServletInsertUser
SMOS1,ServletLogin
SMOS1,ServletRemoveStudentClassroom
SMOS1,ServletRemoveTeachingAsTeacher
SMOS1,ServletReportTeachings
SMOS1,ServletShowClassroomByAcademicYear
SMOS1,ServletShowJustifyDetails
SMOS1,ServletShowNoteDetails
SMOS1,ServletShowNoteList
SMOS1,ServletShowTeacherTeachingFormByClass
SMOS1,ServletShowTeachingList
SMOS1,ServletShowUserTeachingForm
SMOS1,ServletUpdateRegister
SMOS1,ServletUpdateTeaching
SMOS1,ServletUpdateUser
SMOS1,User
SMOS1,managerUser
SMOS10,DeleteManagerException
SMOS10,ServletAddTeachingAsTeacher
SMOS10,ServletAssignParentStudent
SMOS10,ServletAssignRole
SMOS10,ServletDeleteAddress
SMOS10,ServletDeleteTeaching
SMOS10,ServletDeleteUser
SMOS10,ServletInsertJustify
SMOS10,ServletInsertTeaching
SMOS10,ServletRemoveStudentClassroom
SMOS10,ServletRemoveTeachingAsTeacher
SMOS10,ServletReportTeachings
SMOS10,ServletShowClassroomByAcademicYear
SMOS10,ServletShowJustifyDetails
SMOS10,ServletShowTeacherTeachingFormByClass
SMOS10,ServletShowTeachingList
SMOS10,ServletShowUserRoleForm
SMOS10,ServletShowUserTeachingForm
SMOS10,ServletUpdateRegister
SMOS10,ServletUpdateTeaching
SMOS10,ServletUpdateUser
SMOS10,managerUser
SMOS11,ManagerAddress
SMOS11,ManagerRegister
SMOS11,ManagerTeaching
SMOS11,ServletAddRemoveTeachingsAsAddress
SMOS11,ServletAddTeachingAsTeacher
SMOS11,ServletAddressTeachings
SMOS11,ServletAssignRole
SMOS11,ServletDeleteTeaching
SMOS11,ServletInsertReport
SMOS11,ServletInsertTeaching
SMOS11,ServletLoadClassByAccademicYear
SMOS11,ServletLoadReport
SMOS11,ServletLoadTeachingList
SMOS11,ServletRemoveTeachingAsTeacher
SMOS11,ServletReportTeachings
SMOS11,ServletShowClassroomByAcademicYear
SMOS11,ServletShowClassroomList
SMOS11,ServletShowReports
SMOS11,ServletShowTeacherTeachingFormByClass
SMOS11,ServletShowTeachingDetails
SMOS11,ServletShowTeachingList
SMOS11,ServletShowUserTeachingForm
SMOS11,ServletUpdateReport
SMOS11,ServletUpdateTeaching
SMOS11,Votes
SMOS12,ConnectionException
SMOS12,ConnectionWrapper
SMOS12,ControlConnection
SMOS12,DeleteAdministratorException
SMOS12,ManagerAddress
SMOS12,ManagerClassroom
SMOS12,ManagerRegister
SMOS12,ServletAddRemoveTeachingsAsAddress
