SMOS1,LoginException
SMOS1,ServletInsertNewNote
SMOS1,ServletLogin
SMOS1,ServletShowUserTeachingForm
SMOS1,User
SMOS1,managerUser
SMOS10,DeleteAdministratorException
SMOS10,Role
SMOS10,ServletAssignParentStudent
SMOS10,ServletAssignRole
SMOS10,ServletAssignStudentClassroom
SMOS10,ServletShowUserRoleForm
SMOS10,managerUser
SMOS11,ManagerTeaching
SMOS11,ServletAddRemoveTeachingsAsAddress
SMOS11,ServletAddTeachingAsTeacher
SMOS11,ServletAddressTeachings
SMOS11,ServletAssignRole
SMOS11,ServletDeleteTeaching
SMOS11,ServletInsertTeaching
SMOS11,ServletLoadTeachingList
SMOS11,ServletRemoveTeachingAsTeacher
SMOS11,ServletReportTeachings
SMOS11,ServletShowTeacherTeachingFormByClass
SMOS11,ServletShowTeachingDetails
SMOS11,ServletShowUserTeachingForm
SMOS11,ServletUpdateTeaching
SMOS12,ServletAssignParentStudent
SMOS12,ServletAssignRole
SMOS12,ServletAssignStudentClassroom
SMOS12,ServletRemoveStudentClassroom
SMOS12,managerUser
SMOS13,ManagerClassroom
SMOS13,ServletAssignStudentClassroom
SMOS13,ServletLoadClassByAccademicYear
SMOS13,ServletLoadTeachingList
SMOS13,ServletLoadYear
SMOS13,ServletReportTeachings
SMOS13,ServletShowClassroomByAcademicYear
SMOS13,ServletShowClassroomList
SMOS13,ServletShowClassroomManagement
SMOS13,ServletShowTeachingList
SMOS14,Classroom
SMOS14,ManagerClassroom
SMOS14,ServletInsertAddress
SMOS14,ServletInsertClassroom
SMOS14,ServletInsertTeaching
SMOS15,Classroom
SMOS15,ManagerClassroom
SMOS15,ServletLoadClassByAccademicYear
SMOS15,ServletReportTeachings
SMOS15,ServletShowClassroomDetails
SMOS15,ServletShowClassroomManagement
SMOS15,ServletShowTeacherTeachingFormByClass
SMOS15,ServletShowTeachingDetails
SMOS16,ManagerClassroom
SMOS16,ServletAssignStudentClassroom
SMOS16,ServletDeleteClassroom
SMOS16,ServletDeleteTeaching
