SMOS1,LoginException
SMOS1,ServletAssignRole
SMOS1,ServletLogin
SMOS1,User
SMOS10,Role
SMOS10,ServletAssignRole
SMOS10,ServletShowUserRoleForm
SMOS11,ManagerTeaching
SMOS11,ServletAddRemoveTeachingsAsAddress
SMOS11,ServletAddTeachingAsTeacher
SMOS11,ServletAddressTeachings
SMOS11,ServletAssignRole
SMOS11,ServletDeleteTeaching
SMOS11,ServletInsertTeaching
SMOS11,ServletRemoveTeachingAsTeacher
SMOS11,ServletReportTeachings
SMOS11,ServletShowTeacherTeachingFormByClass
SMOS11,ServletShowUserTeachingForm
SMOS11,ServletUpdateTeaching
SMOS12,ServletAssignParentStudent
SMOS12,ServletAssignStudentClassroom
SMOS13,ManagerClassroom
SMOS13,ServletLoadClassByAccademicYear
SMOS13,ServletLoadTeachingList
SMOS13,ServletLoadYear
SMOS13,ServletReportTeachings
SMOS13,ServletShowClassroomByAcademicYear
SMOS13,ServletShowClassroomList
SMOS13,ServletShowClassroomManagement
SMOS13,ServletShowTeacherTeachingFormByClass
SMOS14,Classroom
SMOS14,ManagerClassroom
SMOS14,ServletInsertClassroom
SMOS14,ServletInsertTeaching
SMOS15,Classroom
SMOS15,ManagerClassroom
SMOS15,ServletShowClassroomByAcademicYear
SMOS15,ServletShowClassroomDetails
SMOS15,ServletShowTeacherTeachingFormByClass
SMOS15,ServletShowTeachingDetails
SMOS15,ServletShowUserTeachingForm
SMOS16,ManagerClassroom
SMOS16,ServletDeleteClassroom
SMOS16,ServletDeleteTeaching
SMOS17,Address
SMOS17,ManagerAddress
SMOS17,ServletShowAddressList
SMOS18,Address
SMOS18,ManagerAddress
SMOS18,ServletInsertAddress
SMOS19,Address
SMOS19,ManagerAddress
SMOS19,ServletShowAddressDetails
SMOS2,LoginException
SMOS2,ServletLogin
SMOS20,ManagerAddress
SMOS20,ServletDeleteAddress
SMOS21,ManagerAddress
SMOS21,ServletAddRemoveTeachingsAsAddress
SMOS21,ServletAddTeachingAsTeacher
SMOS21,ServletDeleteTeaching
SMOS21,ServletRemoveTeachingAsTeacher
SMOS22,ManagerTeaching
SMOS22,ServletAddressTeachings
SMOS22,ServletLoadTeachingList
SMOS22,ServletReportTeachings
SMOS22,ServletShowClassroomList
SMOS22,ServletShowReports
SMOS22,ServletShowTeacherTeachingFormByClass
SMOS22,ServletShowTeachingList
SMOS22,ServletShowUserTeachingForm
SMOS23,ManagerTeaching
SMOS23,ServletInsertClassroom
SMOS23,ServletInsertTeaching
SMOS23,ServletShowTeachingList
SMOS23,Teaching
